,Title,Artist,URI,Target,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
593,Constellations,Jack Johnson,7dAqB8UPj51HdbVjQTGs8n,0,0.631,0.383,8.0,-12.189,1.0,0.0278,0.664,2.57e-06,0.71,0.326,115.301,224653.0,4.0
594,"OG Bobby Johnson (feat. Snoop Dogg, A$AP Ferg, & Pusha T) - Remix",QUE.,2JfOSsfYs8QNneR3oTpNv4,0,0.892,0.891,5.0,-4.428,0.0,0.305,0.0538,0.0,0.45,0.722,110.983,340507.0,4.0
595,Negotiation,Hey Steve,4A92fGKNzMqpEmZVcysBkO,0,0.564,0.552,8.0,-6.004,1.0,0.0567,0.0339,9.61e-05,0.309,0.522,78.912,217227.0,4.0
596,Closure,Sponge Cola,0NLFVHjyoU5Wz26jfrUQBc,0,0.527,0.309,1.0,-10.046,1.0,0.0336,0.873,0.00155,0.22,0.0769,78.231,133573.0,4.0
597,How Firm a Foundation,Bow and Ivory,4J0ZVP9WhBMbup9sbrQza9,0,0.314,0.161,7.0,-13.146,1.0,0.0326,0.935,0.735,0.138,0.176,106.627,217824.0,4.0
598,Green-backed Camaroptera,Andrew Skeoch,4DIuIBqo2a0b7aQZ42HYXd,0,0.574,0.947,8.0,-30.274,0.0,0.0522,0.624,0.557,0.466,0.00986,102.794,109431.0,4.0
599,PILOT - Instrumental,"Tyler, The Creator",3qNiRhFYfEbuvWvzQQ5p7d,0,0.648,0.821,8.0,-2.32,1.0,0.0301,5.77e-05,0.748,0.0647,0.526,109.998,209787.0,4.0
600,Moonlight and Madness,Trans-Siberian Orchestra,2CxGbFk1Lv0NVdEWrWCQbO,0,0.352,0.538,8.0,-9.077,0.0,0.037,0.0224,0.885,0.133,0.17,145.04,305960.0,4.0
601,Headlines,Guerrilla Warfare,1FZcaKLndVhVwLBNrIdrdo,0,0.405,0.889,1.0,-3.254,0.0,0.199,0.00355,2.08e-05,0.362,0.656,150.217,178965.0,3.0
602,Bellies & Bracelets,Gaston Georis,31joAQoFMLlPgVu7WNfQlS,0,0.658,0.498,5.0,-10.652,1.0,0.0358,0.256,0.841,0.0701,0.525,89.989,259987.0,4.0
603,Preliminary Issues,Kevin Norton,3LZQeCGF7Hzjm9NGkeCnws,0,0.548,0.491,2.0,-9.516,1.0,0.099,0.675,0.000776,0.0912,0.421,83.692,24907.0,1.0
604,Hometown,Kurt Travis,63fVy8paQV3tbS1OoBIWkL,0,0.229,0.841,7.0,-3.939,1.0,0.0702,0.118,0.0,0.0664,0.569,73.583,205527.0,4.0
605,Relevance,DeeBizness,68bfi1bLZuAn5BDofpPBmJ,0,0.784,0.508,0.0,-9.345,1.0,0.333,0.188,0.84,0.268,0.273,99.977,232006.0,4.0
606,Romántico y Loco,La Fiera de Ojinaga,4bLxXxYLylJE70YS6nGg2V,0,0.703,0.824,7.0,-3.126,1.0,0.0572,0.268,0.0,0.45,0.791,112.475,159488.0,4.0
607,"The Heroic Weather-Conditions of the Universe Parts 4-6: Thunder, Lightning, and Rain",Alexandre Desplat,3CnNlsm6tOf2ws6Mpsdyy0,0,0.62,0.498,7.0,-11.145,0.0,0.0426,0.628,0.369,0.0775,0.18,150.001,300427.0,4.0
608,Leaving Louisiana In The Broad Daylight,Shovels & Rope,2qFbRhAgBPSGaYX8LNQAX2,0,0.659,0.729,5.0,-4.72,1.0,0.071,0.0266,0.0,0.0895,0.619,84.904,213960.0,4.0
609,A TRAVELLER FROM AN ANTIQUE LAND,Trent Reznor and Atticus Ross,7BAoSCaxOxRcTq9IzSmfTI,0,0.296,0.274,1.0,-18.562,1.0,0.0364,0.876,0.924,0.0891,0.0385,133.387,262548.0,3.0
610,Defensive Hand Blocks with Fast Slapping and Rubbing 1,Sound Ideas,5I7dMKHizstvYqLoMdRO6K,0,0.0,0.0681,1.0,-27.061,1.0,0.0,0.0,0.754,0.0418,0.0,0.0,8392.0,0.0
611,Headache & Migraine Natural Relief,Headache Relief Unit,5jxaN0paoMpjppAcyQ7eSL,0,0.134,0.0477,3.0,-26.713,1.0,0.0394,0.987,0.94,0.092,0.0397,95.688,225974.0,1.0
612,Cuando Nos Volvamos a Encontrar (feat. Marc Anthony),Carlos Vives,59hfezbTqi7I68O4OyLfcR,0,0.607,0.867,1.0,-3.947,1.0,0.041,0.0234,0.0,0.0828,0.598,102.027,278627.0,4.0
613,Penguin In Bondage - Live,Frank Zappa,1EMS4jxjMJJGh7rvxnqXrw,0,0.537,0.493,9.0,-10.024,0.0,0.0909,0.344,0.215,0.203,0.315,78.558,246627.0,4.0
614,Korok Forest,Mikel,6l44E4CZoL8B1ajbPxXJwo,0,0.712,0.386,7.0,-11.043,0.0,0.0508,0.678,0.927,0.131,0.571,82.015,160976.0,4.0
615,Condos En bonne santé,Musique du hall de l'hôtel,4JBiqcNS1cIGp30oaEitUc,0,0.858,0.0546,10.0,-20.985,0.0,0.067,0.99,0.952,0.105,0.204,109.014,149815.0,4.0
616,Chanting Penis Vagina Pussy Nipples Ass Butt Tits Boobs Anal Anus for No Reason,The Gayest Monkey Lesbian Lover Band with Puking Horses and Widows,0ea0GAEcv4ei1Vc81xTcvK,0,0.621,0.148,4.0,-9.203,0.0,0.353,0.806,0.0,0.261,0.851,70.007,49853.0,4.0
617,The Arts and the Hours,Jean-Philippe Rameau,1G3QPQkoXvpChjNUhd6Tfs,0,0.415,0.026,1.0,-36.7,1.0,0.0496,0.995,0.938,0.107,0.268,136.191,285443.0,4.0
618,Lady Liberty,AJJ,7LMhBkdtPEIj0mHQsJ4NyY,0,0.764,0.375,7.0,-7.619,1.0,0.0404,0.749,0.0,0.484,0.88,109.21,133960.0,4.0
619,SMUCKERS (feat. Lil Wayne & Kanye West),"Tyler, The Creator",078C2jXg7XsMgW78Gfx1JA,0,0.427,0.849,7.0,-2.945,1.0,0.348,0.015,0.00373,0.153,0.55,79.155,334363.0,4.0
620,Just To Satisfy You,Waylon Jennings,1XrZSqNIKJSLOgGqWikGC6,0,0.81,0.413,11.0,-13.768,1.0,0.0301,0.709,0.183,0.121,0.725,111.91,136733.0,4.0
621,White Noise Exams,Study With Us,2CsxzfDBtNVdjjW4pJqj7D,0,0.0,7.64e-05,2.0,-25.407,0.0,0.0,0.9,1.0,0.176,0.0,0.0,128000.0,0.0
622,Attack of the Clones (feat. John Givez & Jackie Hill Perry),JGivens,5ccNi2T9FSnaqrrD9RpdSg,0,0.698,0.762,3.0,-6.239,1.0,0.234,0.375,1.18e-06,0.146,0.313,127.947,213345.0,4.0
623,A Night in Rome - Oriental Special Mix,Dreamers Inc.,2I0rU7JlwZSanT3MyXitIE,0,0.805,0.886,4.0,-7.174,0.0,0.0555,0.21,0.894,0.0859,0.944,119.99,330125.0,4.0
624,Zen Stories,Meditative Music Guru,4lEfNHOWCz2E6tfyHjwoNV,0,0.217,0.105,4.0,-23.808,1.0,0.0404,0.881,0.973,0.659,0.0378,127.121,405609.0,4.0
625,Persistent Downpours,Rain Sounds & White Noise,3XvndiqTgdPu1x6cd0Fv2N,0,0.17,0.986,2.0,-16.078,0.0,0.0606,0.275,0.871,0.621,1e-05,87.463,209889.0,4.0
626,Ribbons And Bows,Kacey Musgraves,2zgoDo4LYBCnADtZ708p8q,0,0.733,0.862,1.0,-3.048,1.0,0.06,0.308,0.0,0.0658,0.711,137.312,208373.0,4.0
627,Death Valley,Fall Out Boy,3iJmiaoZWzykf3Hl4IeYtI,0,0.571,0.926,8.0,-3.576,0.0,0.0479,0.000217,0.00376,0.0522,0.576,133.903,226720.0,4.0
628,Feathers & Gasoline,Smith & Thell,3m7eo6EV3kkJwo6lmIBvkV,0,0.53,0.7,6.0,-7.956,1.0,0.0329,0.624,0.000866,0.129,0.243,169.995,237876.0,4.0
629,Demonstration + Whale Foster,Boy / Girl,3pKrJzplC3DFMplA0JE4Wc,0,0.182,0.846,10.0,-0.28,0.0,0.0547,3.38e-06,0.646,0.396,0.428,137.314,44467.0,4.0
630,Build Me Up Buttercup,Lara Anderson,5bt5mhA34P1Dncbik5EGeJ,0,0.607,0.167,0.0,-13.007,1.0,0.0902,0.885,0.0,0.165,0.469,122.627,175560.0,4.0
631,Ode From The Aspect,Blues Traveler,0vPJm6nsLl9gq8AKHG3XEm,0,0.486,0.47,0.0,-6.73,1.0,0.0427,0.666,0.0,0.125,0.44,64.687,295202.0,4.0
632,et petit installe toi écoute,R,5LE6RrmkvEws8KDhWlLT9j,0,0.692,0.671,4.0,-11.68,1.0,0.25,0.331,0.0,0.165,0.757,160.042,443040.0,4.0
633,Visa e MasterCard,Flávio Pizada Quente,5bIjnPUeBzMH7YBnMS29DP,0,0.797,0.685,0.0,-7.978,1.0,0.0478,0.644,0.0012,0.0807,0.902,158.083,155820.0,4.0
634,Doorways + Trust Issues,Little Simz,1pyjOAkAIu3F83tpIDLqgl,0,0.444,0.651,5.0,-8.16,1.0,0.107,0.0435,2.63e-05,0.24,0.268,113.952,253891.0,4.0
635,Sound Recording Equipment Highlighter Felt Tip Pen Text Messaging Text Correspondence Writing Scribble Sharpie Sketch Illustration and Painting,5 Star Sound Effects,3NERUtblM2i7UhaNKCBkQn,0,0.749,0.919,1.0,-17.23,1.0,0.567,0.000953,0.928,0.0425,0.0369,76.164,50408.0,5.0
636,Konnected and Respected,Mr.Clever,2A9PuM3kWTmNCQay7lX3Dp,0,0.957,0.275,11.0,-14.779,1.0,0.104,0.0176,0.0,0.0765,0.932,108.101,225567.0,4.0
637,Finder,Bkabytruth,2KDhzuQLbrdnaPLxVxY0oK,0,0.846,0.64,1.0,-4.747,1.0,0.164,0.141,0.0,0.0954,0.369,149.985,206289.0,5.0
638,"Local Area (feat. Gottz, Neetz & KEIJU)",KANDYTOWN,2FDTSSOGi2Z5E9sGnpRpcw,0,0.747,0.628,0.0,-8.569,1.0,0.252,0.0838,1.58e-05,0.245,0.472,139.984,179501.0,4.0
639,Costs and Determining Budget,Flight of the Black Bat,1dpRyyCNTZtREcMr4OUGEH,0,0.457,0.91,10.0,-8.968,0.0,0.618,0.835,0.282,0.24,0.486,105.63,344535.0,3.0
640,Translator,36 Crazyfists,3jeEHlfayjvfE7ez9LJDlL,0,0.428,0.979,8.0,-2.716,1.0,0.108,0.000278,0.00589,0.0956,0.289,144.995,241000.0,4.0
641,George White's Favorite / Blackberry Blossom,Shelley Phillips And Friends,2L9R11RQhknndIFfDmEV5O,0,0.575,0.252,7.0,-14.981,1.0,0.0366,0.964,0.887,0.0995,0.65,159.985,310867.0,4.0
642,Wir Sind Ja Schliesslich Nicht Metallica,Jupiter Jones,6RrMHotaEaRn7nWo2HmfEI,0,0.354,0.463,2.0,-9.578,1.0,0.0488,0.824,0.0,0.799,0.372,145.98,240600.0,4.0
643,"Gotta Poop, Puke & Pee (Simultaneously)",The Toilet Bowl Cleaners,1Jo1uIAc8ghFqihTcbFd55,0,0.615,0.125,2.0,-16.955,1.0,0.139,0.842,0.0,0.1,0.411,82.737,89987.0,3.0
644,Banned Intro,UGK,7utVoa0atjL5j4cx1gq2qr,0,0.868,0.307,1.0,-12.395,1.0,0.454,0.114,0.0,0.122,0.718,143.24,179827.0,4.0
645,Made Love First,Marc E. Bassy,21csDNj3WqMPYDzW996UHL,0,0.692,0.512,1.0,-8.345,0.0,0.0451,0.221,0.0,0.336,0.477,139.953,225667.0,4.0
646,The Incidence Diffraction,Mr. Zoth and the Werespiders,2oCYwTrNfmV80RnREiEe74,0,0.191,0.271,9.0,-21.039,1.0,0.0609,0.861,0.862,0.106,0.0317,135.848,510113.0,5.0
647,Supported Shoulderstand,#Yoga,0JQphHutd5MMPqZ6wZyKwL,0,0.245,0.153,9.0,-30.408,0.0,0.0504,0.714,0.981,0.261,0.161,46.147,125000.0,4.0
648,When Jack Tells Me to,Cody Davis,4r1YgVA4kFESRrn7If0mo2,0,0.584,0.161,5.0,-15.042,1.0,0.0539,0.796,1.14e-05,0.123,0.403,140.567,194326.0,3.0
649,Convenient and Pleasing,The Coustics,2M9ZVwPIMUf3qNO2YubHfN,0,0.425,0.312,5.0,-16.064,1.0,0.0488,0.741,0.00488,0.135,0.226,79.224,245413.0,4.0
650,Duizend En Eén Nacht,Jan Smit,67CoP2YijoF7oMLZBp73C8,0,0.599,0.691,4.0,-4.339,1.0,0.0305,0.404,0.0,0.154,0.729,135.76,187747.0,4.0
651,Ska Voovee Boobie Baby,Inspector,6QKD9qJc4EqiAvOaqguFw8,0,0.637,0.934,5.0,-2.876,1.0,0.0383,0.348,0.0,0.129,0.967,170.017,203867.0,4.0
652,Coaches,Florian Schroeder,5Bmdgdtp0KLMKsL7ZrbN5n,0,0.659,0.545,6.0,-15.038,1.0,0.925,0.533,0.0,0.955,0.726,129.354,559640.0,4.0
653,Persistent Crickets,Nature and Healing Library,1PRS31XqhAkDdHQYVmD8Jt,0,0.157,0.682,10.0,-19.016,0.0,0.0668,0.0121,0.858,0.188,0.0963,47.024,157306.0,4.0
654,Pop & Reload (feat. Paris Shadows),Aston Fenly,2CvGCOf34139eObec2SCFG,0,0.57,0.827,6.0,-7.727,0.0,0.0493,0.0605,0.0,0.123,0.583,166.95,200000.0,4.0
655,"Bottles, Models & Shots",P-Lane,6sGK6cQCHQOMpPgFheW0Te,0,0.632,0.807,0.0,-5.22,0.0,0.0551,0.0915,0.0,0.229,0.539,96.028,202000.0,4.0
656,Love Me Tender - with The Royal Philharmonic Orchestra,Elvis Presley,1bZdOnI0GIcB2xqQqQH7DY,0,0.239,0.149,9.0,-13.131,1.0,0.0326,0.89,0.0271,0.116,0.105,103.667,205227.0,3.0
657,"Experienced Many Battles (From ""Naruto Shippuden"")",daigoro789,6OFZUSF5wqZM5jMyBwTGT9,0,0.609,0.0129,9.0,-26.606,1.0,0.296,0.995,0.958,0.116,0.585,81.838,96555.0,4.0
658,Attention Deficit - Dave Seaman's ADHD Mix,Dave Seaman,0IIQMktOS2LvRHGf60KkJz,0,0.763,0.691,7.0,-13.278,1.0,0.065,0.0307,0.863,0.111,0.322,121.008,416529.0,4.0
659,Gangsta Shit Guaranteed,Mr. Criminal,2FQppe4rW8CZu9V1VwYrL3,0,0.865,0.738,4.0,-7.435,0.0,0.205,0.185,0.0,0.188,0.53,105.027,203700.0,4.0
660,Bookmark - Live In Dublin,Lisa Hannigan,2KtLGiKpDsvr6rWqWDSCcv,0,0.215,0.255,6.0,-13.001,0.0,0.0386,0.773,0.0486,0.699,0.0359,120.966,322267.0,4.0
661,Names and Addresses,Mouth Sewn Shut,1bH3PihIDjBRgA9hoEolCd,0,0.513,0.728,7.0,-3.807,1.0,0.0532,3.56e-05,0.929,0.238,0.905,77.121,56027.0,4.0
662,Designation Andromeda (The Chained Lady),16-Bit Audio,1pzZi2qEFBzdHivhFiOBJZ,0,0.664,0.751,4.0,-8.121,0.0,0.028,0.00253,0.000222,0.1,0.768,112.012,265000.0,4.0
663,Some Kind Of Up And Down Yes - Asusu Remix,efdemin,3aXvoECuoIJJaPqN5sNKWB,0,0.705,0.633,11.0,-14.661,1.0,0.0539,0.00934,0.899,0.236,0.286,126.013,462253.0,4.0
664,gecgecgec (Remix) [feat. Lil West and Tony Velour],100 gecs,6dLAFNEb2ufM0OjhPpMbFY,0,0.733,0.505,0.0,-7.087,1.0,0.151,0.115,0.0,0.363,0.481,139.953,128714.0,4.0
665,January Wedding,The Avett Brothers,4agZCOTdZDD4r33mPPDy8b,0,0.469,0.373,9.0,-9.376,1.0,0.0279,0.355,1.13e-05,0.299,0.618,134.908,228000.0,4.0
666,Savannah Pride - Link Version-,Yoko Shimomura,17IRVE8siaT3mQWd03TuW5,0,0.416,0.791,9.0,-9.628,0.0,0.0599,0.506,0.9,0.176,0.571,139.757,141960.0,3.0
667,"Finlandia, Op. 26",Jean Sibelius,3N7pOpz71VEPI46NgqQYxE,0,0.189,0.187,8.0,-15.687,1.0,0.0374,0.943,0.893,0.0888,0.0671,137.052,486267.0,4.0
668,This Is What It Feels Like (Originally Performed by Armin Van Buuren & Trevor Guthrie) [Instrumental Version],Workout Buddy,5hbWLpb466wsG20NaT3feq,0,0.504,0.769,8.0,-8.781,1.0,0.0287,0.0417,0.897,0.153,0.473,129.897,197799.0,4.0
669,Signing In and Out,Penny Engine,6myLbBc5TiIaY6txtY4oV1,0,0.672,0.516,5.0,-7.248,1.0,0.0367,0.625,0.624,0.112,0.314,153.948,180533.0,5.0
670,Nightlife of Nature,Soothing Chill Out for Insomnia,6IygXZ2YEZ9der7HxzyJ1p,0,0.444,0.0935,1.0,-27.148,1.0,0.121,0.982,0.835,0.157,0.0388,112.328,207023.0,4.0
671,E. Coli (feat. Earl Sweatshirt),The Alchemist,3GXSywNvYLAVUCtjMHkKDh,0,0.322,0.555,11.0,-8.726,0.0,0.129,0.208,0.00437,0.325,0.397,96.019,132147.0,3.0
672,VENGEANCE | VENGEANCE [FEAT. JPEGMAFIA & ZILLAKAMI | JPEGMAF1A + Z1LLAKAM1],Denzel Curry,4d8BSdhx6WT5GtTOWpv4rh,0,0.729,0.799,11.0,-6.136,0.0,0.111,0.0573,4.18e-06,0.289,0.439,144.025,240213.0,4.0
673,"Modified Combined Obstacle Overlay (Mc00) ...Or... ""How I Stop Worrying and Love the Turntables""",General Patton,1Ah3wXsUuusVW2XAkdvzMZ,0,0.386,0.819,6.0,-6.065,0.0,0.111,0.0551,0.129,0.189,0.428,96.01,161901.0,4.0
674,Space & Aviation,The Outerworld,1qhZe0yLibP0aefXX6SLoA,0,0.278,0.92,6.0,-5.49,0.0,0.0602,0.000369,0.91,0.0518,0.0346,109.978,495490.0,5.0
675,A Year Without Rain,Selena Gomez & The Scene,1r0XfrhdG6bsiS4oe1QM96,0,0.629,0.806,2.0,-5.264,0.0,0.0442,0.0102,1.72e-05,0.112,0.409,119.966,234333.0,4.0
676,On Buying and Selling,Brian Patterson,0SrFM6wDdLNgbHYTJbzDy2,0,0.539,0.143,0.0,-19.902,1.0,0.208,0.863,2.33e-05,0.0815,0.235,98.983,197838.0,4.0
677,That Time Of The Month,Harley Poe,7dWYhwVvcWIKsXaPBLdDHg,0,0.567,0.609,2.0,-7.941,1.0,0.0767,0.173,2.13e-06,0.15,0.522,92.506,257147.0,4.0
678,Jackie Coleman's And The Mountain Road (Reels),Kennedy's Kitchen,0YxyXAnWUACIRZtWOZBe9b,0,0.508,0.88,2.0,-8.937,1.0,0.233,0.224,0.966,0.956,0.799,116.841,140027.0,4.0
679,Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix,Busta Rhymes,4SnTf4ixVZCfQtxHNhky0T,0,0.697,0.793,6.0,-4.699,0.0,0.323,0.0844,0.0,0.0619,0.56,89.767,238600.0,4.0
680,Earlier Reflections - E. Honda Remix,Material Object,47xLwANy42XcsAqEsYVApr,0,0.292,0.29,7.0,-21.307,1.0,0.0476,0.275,0.871,0.162,0.0407,121.036,243026.0,5.0
681,"Romeo (with Billy Ray Cyrus, Tanya Tucker, Mary Chapin Carpenter, Kathy Mattea & Pam Tillis)",Dolly Parton,0TVElmM5ghPGi8IV8TnEAI,0,0.679,0.715,7.0,-10.244,1.0,0.0545,0.255,0.0,0.102,0.735,115.86,214280.0,4.0
682,Black Replacing the Blue,Dropkik,4AQ51keXLFMOVDdq3fH72K,0,0.284,0.908,10.0,-7.182,0.0,0.293,0.00076,0.383,0.122,0.324,96.037,306991.0,4.0
683,I Don't Want To Get Adjusted,Gaither Vocal Band,49tEc6dl7zrTBPejgdSENJ,0,0.656,0.6,7.0,-6.419,1.0,0.0347,0.402,0.0,0.139,0.485,147.733,178893.0,4.0
684,"Main Title - From ""Star Wars: A New Hope""",John Williams,31BLOz0XDJPPDKI94Gd14v,0,0.197,0.422,0.0,-13.065,1.0,0.0423,0.513,0.555,0.284,0.0948,94.018,385070.0,4.0
685,Holy Spirit,Bryan & Katie Torwalt,1AtwsVXr1zaZf4YgIEOlDK,0,0.384,0.493,2.0,-8.718,1.0,0.0382,0.0164,0.0,0.101,0.0601,143.711,348800.0,4.0
686,Yallah tnam Rima - Viens dormir Rima,Dorsaf Hamdani,4w37BqgIOdxstSmDsyv8Ws,0,0.512,0.0897,7.0,-16.278,1.0,0.0978,0.929,0.0,0.0892,0.31,87.368,153800.0,5.0
687,Mouses Ate My Proteins,Veerus,1ZEYkqEsJ1DjEkb26k9tsM,0,0.901,0.426,1.0,-6.353,1.0,0.0667,0.00183,0.644,0.109,0.0522,128.003,517610.0,4.0
688,Some Minds (feat. Andrew Wyatt),Flume,65oGVYJfdT6mYIdmmb6q3c,0,0.263,0.555,4.0,-6.884,0.0,0.0446,0.316,5.78e-05,0.128,0.191,79.783,263765.0,4.0
689,Deadlines (Trailer Music),Network Music Ensemble,3to0bD7RpgaW5wmqNKkUXB,0,0.777,0.759,7.0,-8.373,1.0,0.0356,0.00367,0.827,0.157,0.736,145.184,156640.0,4.0
690,Single Church Bell Ringing and Joined by Others,Sound Ideas,0ms0wRxQOwCrz60LYSeL5s,0,0.508,0.038,6.0,-12.309,0.0,0.0388,0.99,0.937,0.0929,0.033,97.691,132688.0,4.0
691,Proposition,GLXY,7AShdOZgOhxdE2yR0zxehM,0,0.441,0.893,10.0,-4.949,0.0,0.113,0.064,0.37,0.11,0.254,86.916,297931.0,4.0
692,ooh la la (feat. Greg Nice & DJ Premier),Run The Jewels,5taqLrLouA4vCjM7ZQpEtW,0,0.686,0.824,11.0,-5.413,1.0,0.34,0.157,0.0,0.242,0.405,170.079,183827.0,4.0
693,Buffs vs. Wires (feat. Benny & Boldy James),Westside Gunn,2i2Ep8hbNYlIg9a9FZfBJP,0,0.365,0.861,6.0,-4.799,1.0,0.105,0.222,0.0,0.416,0.519,129.722,189296.0,4.0
694,We Three Kings (feat. The Barnes and Hampton Celtic Consort),Linn Barnes,5O1qXxG66FoGnyIkvh2Q9m,0,0.388,0.135,7.0,-14.6,1.0,0.0444,0.981,0.872,0.0673,0.271,180.644,202427.0,3.0
695,Sudando Y Gozando,Amado,7KoLRz0hHi5S2q4U8dorFJ,0,0.846,0.832,7.0,-3.059,1.0,0.122,0.137,0.00526,0.0546,0.713,99.012,114459.0,4.0
696,"Raised A Fool (feat. Jay Rock, Ab-Soul & Zacari)",Kembe X,5vtGYY6ZWl5n3izcVJ7n49,0,0.685,0.837,10.0,-7.811,0.0,0.258,0.151,0.0,0.289,0.711,88.0,338184.0,4.0
697,Food and Drug Administration,Nicolas Nadar,7ITh8oAwG4nOL1jMpYc3Ch,0,0.773,0.944,10.0,-17.8,0.0,0.0556,0.00175,0.76,0.0879,0.0331,129.986,38909.0,3.0
698,I Still Haven't Found What I'm Looking for (feat. Sara Groves),Jenny & Tyler,7MhEIKP44Mj02TcLWPNaQJ,0,0.522,0.556,1.0,-7.978,1.0,0.0293,0.404,0.000937,0.133,0.118,96.015,353079.0,4.0
699,"Passcode (with Ari Lennox feat. Buddy, Smino, Mez & Guapdad 4000)",Dreamville,18AFdCGyTiy6WtTDlx1HnN,0,0.626,0.42,1.0,-9.459,1.0,0.54,0.555,2.64e-06,0.117,0.604,140.929,206000.0,4.0
700,Die In a Fire (feat. EileMonty & Orko),The Living Tombstone,1SXuOan5v9G1mM7X0ieXrM,0,0.535,0.672,3.0,-4.417,0.0,0.0699,0.0275,0.0,0.327,0.521,110.048,185477.0,4.0
701,Adelaide's Lament,Soundtrack/Cast Album,77eqrJkMOm7WggVMNdLELH,0,0.622,0.189,6.0,-11.257,1.0,0.28,0.825,0.0,0.635,0.356,104.3,207293.0,4.0
702,Passwords,Midnight Midnight,6B5BjK7gDXsjC7dbT9dkv7,0,0.582,0.494,11.0,-12.281,0.0,0.0281,4.9e-05,0.536,0.106,0.175,130.025,349187.0,4.0
703,Pleasure Dome - Andy Holder's Deep Dub,Andy Holder,4sfRSqllkoxP153nzZjxsv,0,0.763,0.747,6.0,-7.407,0.0,0.07,0.000262,0.251,0.033,0.824,124.978,403200.0,4.0
704,Event Horizon,Code:Pandorum,3Wj6N3ErZ34ditWlB7ETZV,0,0.599,0.935,8.0,-2.833,1.0,0.0354,0.00262,0.557,0.076,0.0939,139.996,212589.0,4.0
705,Intro (No Te Asustes),Wisin & Yandel,1gs90OoqlFmPb7jHoRm42V,0,0.655,0.661,2.0,-5.751,1.0,0.589,0.157,0.0,0.292,0.348,98.056,126480.0,4.0
706,Missed Connection,The Head And The Heart,3IYVxO2NdfWhHVOc8IUAaO,0,0.669,0.789,0.0,-5.134,1.0,0.052,0.0117,4.72e-06,0.387,0.542,87.57,195312.0,4.0
707,Mind Your Manners (feat. Travie McCoy & Icona Pop),Chiddy Bang,0YQLJDhHVQfZJZmHlml15F,0,0.746,0.882,11.0,-2.902,0.0,0.199,0.0123,0.0,0.348,0.695,92.968,240147.0,4.0
708,Sensor Adjustment and Some Simple Tests,ASMR Zeitgeist,284I2RMZbIS4Buf2UGfWQP,0,0.56,0.254,1.0,-27.771,1.0,0.359,0.849,0.00123,0.0947,0.0383,118.17,247000.0,4.0
709,Delhi Stomp And Boogie,Adam Dachman,53XWRpggqMiKreOoveQwAX,0,0.6,0.301,5.0,-13.506,1.0,0.119,0.908,0.598,0.205,0.764,145.164,209867.0,4.0
710,To the Max (feat. SMO & Austin Michael),Hosier,0PNLJESTrnikhS2GUSoSe6,0,0.793,0.665,8.0,-7.275,1.0,0.0748,0.0188,1.57e-05,0.11,0.178,138.023,305226.0,4.0
711,Ya No Tiene Novio,Sebastian Yatra,7uQmJ1jgNzBpATSoWKSPFu,0,0.632,0.832,7.0,-1.948,0.0,0.154,0.048,0.0,0.0705,0.784,182.184,198933.0,4.0
712,Linux Grows / Assembly Line Ballet,Christopher Anderson-Bazzoli,6LQpURnphBzYN6hiSSjNth,0,0.601,0.35,6.0,-17.412,0.0,0.0613,0.381,0.134,0.115,0.924,136.195,42450.0,3.0
713,Assume the Position,Lafayette Gilchrist,1Txer5UoI3NxfM0ZYRcE0U,0,0.663,0.698,8.0,-5.308,1.0,0.0273,0.165,0.833,0.421,0.788,99.171,220307.0,4.0
714,Planning My Death,Bomb the Music Industry!,5WUV1VP73LspwlH5d4kWOc,0,0.394,0.946,7.0,-2.758,1.0,0.296,0.00768,0.0,0.342,0.474,138.508,117450.0,4.0
715,"Tarara (Remix) [feat. Farruko, Ozuna, Cosculluela, Arcangel & Zion]",Alexio,5GVvn3XvDtcXJpfN0GmtUp,0,0.743,0.752,1.0,-6.324,1.0,0.229,0.188,0.0,0.428,0.465,82.11,347881.0,4.0
716,Adapter,Korgy & Bass,4Y7PLmEBHUiVuxeeHOzgxM,0,0.817,0.725,11.0,-6.963,1.0,0.298,0.475,0.148,0.574,0.527,93.975,86680.0,4.0
717,Find Out What's Different and What's the Same,Daniel Tiger’s Neighborhood,72YR0nzKvQwbK2tiuxpz5K,0,0.693,0.64,7.0,-5.375,1.0,0.028,0.387,0.0,0.17,0.865,95.059,77267.0,4.0
718,911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),"Tyler, The Creator",4bEcoz1OcfMgUbp2ft8ieQ,0,0.48,0.61,0.0,-7.042,1.0,0.305,0.0456,0.0,0.313,0.297,90.034,255653.0,4.0
719,What Are You Going to Do After the Orgy?,Jeffrey Lewis,465MOdMXVxvSD3vzgJtV7R,0,0.484,0.316,9.0,-13.718,1.0,0.128,0.165,0.0,0.126,0.651,96.053,164360.0,4.0
720,Otra Noche en Miami,Bad Bunny,4vCAzANUWDE24URV6wQ4ra,0,0.514,0.646,1.0,-8.833,1.0,0.275,0.197,2.3e-05,0.0958,0.297,88.661,233128.0,4.0
721,Clones,Møme,41knIx5pOfPafQLcTsqkEs,0,0.562,0.72,4.0,-5.447,1.0,0.151,0.512,0.0181,0.16,0.4,94.93,224842.0,4.0
